PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6349	chr9	104325056	104325105	+	27	NA	3' UTR (NM_019592, exon 20 of 20)	3' UTR (NM_019592, exon 20 of 20)	28949	NM_019592	56254	Hs.729085	NM_019592	ENSG00000155827	RNF20	BRE1|BRE1A|hBRE1	ring finger protein 20, E3 ubiquitin protein ligase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5978	chr7	151818927	151818976	+	27	NA	3' UTR (NM_022087, exon 12 of 12)	3' UTR (NM_022087, exon 12 of 12)	96192	NM_001304514	63917	Hs.647109	NM_022087	ENSG00000178234	GALNT11	GALNAC-T11|GALNACT11	polypeptide N-acetylgalactosaminyltransferase 11	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4393	chr3	48265916	48265965	+	27	NA	exon (NM_004345, exon 2 of 4)	exon (NM_004345, exon 2 of 4)	1103	NM_004345	820	Hs.51120	NM_004345	ENSG00000164047	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	cathelicidin antimicrobial peptide	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5440	chr6	34857032	34857081	+	27	NA	5' UTR (NM_015245, exon 1 of 24)	promoter-TSS (NM_015245)	18	NM_015245	23294	Hs.656492	NM_015245	ENSG00000064999	ANKS1A	ANKS1	ankyrin repeat and sterile alpha motif domain containing 1A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4875	chr4	181968042	181968091	+	27	NA	Intergenic--4494	MLT1F1|LTR|ERVL-MaLR	112236	NR_033918	728081	Hs.535735	NR_033918	ENSG00000248197	LINC00290	NCRNA00290	long intergenic non-protein coding RNA 290	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4458	chr3	85014705	85014754	+	27	NA	intron (NM_001167674, intron 1 of 9)	intron (NM_001167674, intron 1 of 9)	6596	NM_001167674	253559	Hs.164578	NM_153184	ENSG00000175161	CADM2	IGSF4D|NECL3|Necl-3|SynCAM 2|synCAM2	cell adhesion molecule 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4551	chr3	141328312	141328361	+	27	NA	exon (NM_006506, exon 22 of 24)	exon (NM_006506, exon 22 of 24)	122447	NM_001303246	5922	Hs.98445	NM_006506	ENSG00000155903	RASA2	GAP1M	RAS p21 protein activator 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_828	chr10	80970380	80970429	+	27	NA	intron (NM_020338, intron 6 of 24)	L2b|LINE|L2	-136816	NM_005729	10105	Hs.381072	NM_005729	ENSG00000108179	PPIF	CYP3|CyP-M|Cyp-D|CypD	peptidylprolyl isomerase F	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4056	chr20	47548268	47548378	+	27	NA	intron (NM_006420, intron 1 of 38)	L2a|LINE|L2	10048	NM_006420	10564	Hs.62578	NM_006420	ENSG00000124198	ARFGEF2	BIG2|PVNH2|dJ1164I10.1	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1693	chr12	120695186	120695235	+	27	NA	intron (NM_001243756, intron 1 of 10)	intron (NM_001243756, intron 1 of 10)	-7246	NM_025157	5829	Hs.446336	NM_002859	ENSG00000089159	PXN	-	paxillin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_930	chr10	117085883	117085932	+	27	NA	intron (NM_207303, intron 18 of 28)	L1PA3|LINE|L1	232783	NM_207303	26033	Hs.501127	NM_207303	ENSG00000107518	ATRNL1	ALP|bA338L11.1|bA454H24.1	attractin-like 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6156	chr8	100698387	100698436	+	27	NA	intron (NM_152564, intron 35 of 61)	L1M1|LINE|L1	-149322	NR_030596	100126309		NR_030596	ENSG00000216069	MIR875	MIRN875|hsa-mir-875	microRNA 875	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5536	chr6	94430590	94430639	+	27	NA	intron (NR_015362, intron 2 of 9)	intron (NR_015362, intron 2 of 9)	13813	NR_015362	643432	Hs.509936	NR_015362		TSG1	-	tumor suppressor TSG1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2074	chr14	100071079	100071128	+	27	NA	Intergenic	promoter-TSS (NM_001144995)	-376	NM_001144995	317762	Hs.709288	NM_001144995		CCDC85C	-	coiled-coil domain containing 85C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6534	chrX	17879587	17879636	+	27	NA	Intergenic	promoter-TSS (NM_001172743)	-154	NM_001172739	10742	Hs.446680	NM_021785	ENSG00000131831	RAI2	-	retinoic acid induced 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3434	chr19	56200734	56200783	+	27	NA	intron (NM_001130072, intron 5 of 10)	intron (NM_001130072, intron 5 of 10)	12767	NM_001130071	29924	Hs.279953	NM_013333	ENSG00000063245	EPN1	-	epsin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6296	chr9	79827146	79827195	+	27	NA	intron (NM_001018037, intron 7 of 70)	L2|LINE|L2	-34337	NR_026668	100286938	Hs.662256	NR_026668	ENSG00000232998	VPS13A-AS1	-	VPS13A antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4762	chr4	83407944	83407993	+	27	NA	intron (NM_001080506, intron 7 of 7)	(TG)n|Simple_repeat|Simple_repeat	56335	NR_120457	58478	Hs.18442	NM_021204	ENSG00000145293	ENOPH1	E1|MASA|MST145|mtnC	enolase-phosphatase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_642	chr1	228289777	228289841	+	27	NA	exon (NM_024319, exon 6 of 8)	exon (NM_024319, exon 6 of 8)	1354	NR_130975	79169	Hs.445952	NM_024319	ENSG00000143793	C1orf35	MMTAG2	chromosome 1 open reading frame 35	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1613	chr12	88824220	88824269	+	27	NA	Intergenic--10877	HY1|scRNA|scRNA	150006	NM_000899	4254	Hs.1048	NM_000899		KITLG	FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7	KIT ligand	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_609	chr1	220529447	220529496	+	27	NA	Intergenic--1531	MER1B|DNA|hAT-Charlie	-83628	NM_012414	25782	Hs.654849	NM_012414	ENSG00000118873	RAB3GAP2	RAB3-GAP150|RAB3GAP150|SPG69|WARBM2|p150	RAB3 GTPase activating protein subunit 2 (non-catalytic)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3091	chr19	1295837	1295886	+	27	NA	intron (NM_001405, intron 2 of 3)	CpG-12225	9708	NM_001405	1943	Hs.741510	NM_001405		EFNA2	ELF-1|EPLG6|HEK7-L|LERK-6|LERK6	ephrin-A2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1314	chr11	118472349	118472412	+	27	NA	3' UTR (NM_001142281, exon 9 of 9)	3' UTR (NM_001142281, exon 9 of 9)	-4833	NM_015157	23187	Hs.504062	NM_015157	ENSG00000019144	PHLDB1	LL5A	pleckstrin homology-like domain, family B, member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4470	chr4	129208750	129208832	+	27	NA	exon (NM_006320, exon 1 of 3)	exon (NM_006320, exon 1 of 3)	1193	NM_006320	10424	Hs.507910	NM_006320	ENSG00000164040	PGRMC2	DG6|PMBP	progesterone receptor membrane component 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5861	chr7	104731714	104731763	+	27	NA	exon (NM_018682, exon 14 of 26)	exon (NM_018682, exon 14 of 26)	77101	NM_018682	55904	Hs.592262	NM_018682	ENSG00000005483	KMT2E	HDCMC04P|MLL5|NKp44L	lysine (K)-specific methyltransferase 2E	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4474	chr3	100211624	100211673	+	27	NA	5' UTR (NM_018004, exon 1 of 6)	5' UTR (NM_018004, exon 1 of 6)	185	NM_018004	55076	Hs.658956	NM_018004	ENSG00000181458	TMEM45A	DERP7	transmembrane protein 45A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3975	chr20	23342821	23342870	+	27	NA	5' UTR (NM_001317012, exon 1 of 7)	promoter-TSS (NM_001317012)	76	NM_022482	64412	Hs.709462	NM_022482	ENSG00000125812	GZF1	ZBTB23|ZNF336	GDNF-inducible zinc finger protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1975	chr14	59830418	59830487	+	27	NA	exon (NM_014992, exon 23 of 25)	exon (NM_014992, exon 23 of 25)	100293	NM_014992	23002	Hs.19156	NM_014992	ENSG00000100592	DAAM1	-	dishevelled associated activator of morphogenesis 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6672	chrX	114835200	114835249	+	27	NA	intron (NM_001172335, intron 1 of 15)	intron (NM_001172335, intron 1 of 15)	7405	NM_001136025	5358	Hs.496622	NM_005032	ENSG00000102024	PLS3	BMND18|T-plastin	plastin 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1869	chr13	113514623	113514672	+	27	NA	exon (NM_032189, exon 24 of 29)	exon (NM_032189, exon 24 of 29)	-105602	NR_109811	100874205	Hs.658692	NR_046661	ENSG00000232684	ATP11A-AS1	-	ATP11A antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5660	chr7	2281887	2281942	+	27	NA	5' UTR (NM_198952, exon 1 of 5)	promoter-TSS (NM_002452)	18	NM_198952	4521	Hs.534331	NM_002452	ENSG00000106268	NUDT1	MTH1	nudix hydrolase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3077	chr19	824155	824204	+	27	NA	Intergenic--14518	Intergenic	-2227	NM_001270366	79948	Hs.546439	NM_024888	ENSG00000129951	PLPPR3	LPPR3|LPR3|PRG-2|PRG2	phospholipid phosphatase related 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4466	chr3	99405546	99405595	+	27	NA	intron (NM_001850, intron 2 of 4)	AluJb|SINE|Alu	48130	NM_020351	1295	Hs.654548	NM_001850	ENSG00000144810	COL8A1	C3orf7	collagen, type VIII, alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3963	chr20	15754332	15754381	+	27	NA	intron (NM_001033087, intron 4 of 13)	intron (NM_001033087, intron 4 of 13)	149603	NR_130925	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2130	chr15	39876314	39876363	+	27	NA	exon (NM_003246, exon 5 of 22)	exon (NM_003246, exon 5 of 22)	3058	NM_003246	7057	Hs.164226	NM_003246		THBS1	THBS|THBS-1|TSP|TSP-1|TSP1	thrombospondin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_374	chr1	146661467	146661516	+	27	NA	intron (NM_001461, intron 8 of 8)	intron (NM_001461, intron 8 of 8)	12061	NR_002305	171423	Hs.658566	NR_002305		PDIA3P1	ERp60|GRP58P|PDIA3P	protein disulfide isomerase family A member 3 pseudogene 1	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5073	chr5	83765898	83765947	+	27	NA	Intergenic--4861	MLT2D|LTR|ERVL	-85237	NM_001278642	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF-like repeats and discoidin I-like domains 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5304	chr6	6080559	6080608	+	27	NA	Intergenic--5412	MIR|SINE|MIR	-72745	NM_001278710	51299	Hs.103291	NM_016588	ENSG00000124785	NRN1	NRN|dJ380B8.2	neuritin 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4482	chr3	105111387	105111436	+	27	NA	intron (NM_001243280, intron 1 of 14)	L1PA10|LINE|L1	25854	NM_001243281	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2569	chr16	88066791	88066840	+	27	NA	exon (NM_001173542, exon 9 of 13)	exon (NM_001173542, exon 9 of 13)	63191	NM_001173543	54971	Hs.461705	NM_017869	ENSG00000172530	BANP	BEND1|SMAR1|SMARBP1	BTG3 associated nuclear protein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5943	chr7	137805837	137805886	+	27	NA	Intergenic--6976	U13|snRNA|snRNA	-2643	NR_039678	100616226		NR_039678	ENSG00000266193	MIR4468	-	microRNA 4468	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2689	chr17	25818081	25818130	+	27	NA	intron (NM_014238, intron 2 of 20)	(CA)n|Simple_repeat|Simple_repeat	19069	NM_014238	8844	Hs.133534	NM_014238	ENSG00000141068	KSR1	KSR|RSU2	kinase suppressor of ras 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2189	chr15	48757819	48757868	+	27	NA	exon (NM_000138, exon 40 of 66)	exon (NM_000138, exon 40 of 66)	133478	NM_001948	1854	Hs.527980	NM_001948	ENSG00000128951	DUT	dUTPase	deoxyuridine triphosphatase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5084	chr5	95570958	95571007	+	27	NA	intron (NR_130776, intron 1 of 4)	MIRb|SINE|MIR	156140	NR_030309	693168		NR_030309	ENSG00000207578	MIR583	MIRN583|hsa-mir-583	microRNA 583	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4968	chr5	34831426	34831475	+	27	NA	3' UTR (NM_001145523, exon 17 of 17)	3' UTR (NM_001145523, exon 17 of 17)	-7819	NM_144725	153657	Hs.435742	NM_144725	ENSG00000205838	TTC23L	MC25-1	tetratricopeptide repeat domain 23-like	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4824	chr4	134071358	134071407	+	27	NA	exon (NM_032961, exon 1 of 5)	exon (NM_032961, exon 1 of 5)	937	NM_032961	57575	Hs.192859	NM_020815	ENSG00000138650	PCDH10	OL-PCDH|PCDH19	protocadherin 10	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4129	chr21	17718904	17718953	+	27	NA	intron (NR_027790, intron 4 of 7)	intron (NR_027790, intron 4 of 7)	152229	NR_027791	388815	Hs.473394	NM_001005732	ENSG00000215386	MIR99AHG	C21orf34|C21orf35|FLJ38295|LINC00478|MONC	mir-99a-let-7c cluster host gene	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1048	chr11	33094709	33094758	+	27	NA	3' UTR (NM_018393, exon 10 of 10)	3' UTR (NM_018393, exon 10 of 10)	-2963	NR_015451	283267	Hs.533701	NR_015451	ENSG00000280798	LINC00294	NCRNA00294	long intergenic non-protein coding RNA 294	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6315	chr9	96238567	96238616	+	27	NA	exon (NM_001286722, exon 3 of 18)	exon (NM_001286722, exon 3 of 18)	-22717	NM_198841	158293	Hs.350364	NM_198841	ENSG00000188938	FAM120AOS	C9orf10OS	family with sequence similarity 120A opposite strand	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4978	chr5	37443247	37443296	+	27	NA	intron (NM_018034, intron 6 of 17)	intron (NM_018034, intron 6 of 17)	63859	NM_018034	55100	Hs.213690	NM_018034		WDR70	-	WD repeat domain 70	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3516	chr2	32399161	32399210	+	27	NA	exon (NM_017964, exon 3 of 14)	exon (NM_017964, exon 3 of 14)	8275	NM_001193515	55676	Hs.23248	NM_017964	ENSG00000152683	SLC30A6	MST103|MSTP103|ZNT6	solute carrier family 30 (zinc transporter), member 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4273	chr22	45573505	45573554	+	27	NA	intron (NM_153645, intron 5 of 8)	intron (NM_153645, intron 5 of 8)	12977	NM_153645	10762	Hs.475103	NM_007172	ENSG00000093000	NUP50	NPAP60|NPAP60L	nucleoporin 50kDa	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1810	chr13	76140910	76140959	+	27	NA	exon (NM_001270952, exon 4 of 9)	exon (NM_001270952, exon 4 of 9)	17048	NM_006002	7347	Hs.162241	NM_006002	ENSG00000118939	UCHL3	UCH-L3	ubiquitin C-terminal hydrolase L3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5515	chr6	77086195	77086244	+	27	NA	Intergenic--5896	L1PA8A|LINE|L1	-303824	NM_001563	3617	Hs.590893	NM_001563	ENSG00000112706	IMPG1	GP147|IPM150|SPACR|VMD4	interphotoreceptor matrix proteoglycan 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5218	chr5	149743690	149743750	+	27	NA	exon (NM_001008657, exon 3 of 18)	exon (NM_001008657, exon 3 of 18)	6518	NM_001135244	6949	Hs.519672	NM_000356	ENSG00000070814	TCOF1	MFD1|TCS|TCS1|treacle	Treacher Collins-Franceschetti syndrome 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1610	chr12	87264290	87264339	+	27	NA	Intergenic--10874	THE1B|LTR|ERVL-MaLR	-31633	NM_013244	25834	Hs.589093	NM_013244		MGAT4C	GNTIVH|HGNT-IV-H	MGAT4 family, member C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5343	chr6	25431790	25431839	+	27	NA	intron (NM_017640, intron 4 of 36)	intron (NM_017640, intron 4 of 36)	152158	NM_017640	55604	Hs.649550	NM_017640	ENSG00000079691	LRRC16A	CARMIL|CARMIL1|CARMIL1a|LRRC16|dJ501N12.1|dJ501N12.5	leucine rich repeat containing 16A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4597	chr3	172166814	172166863	+	27	NA	Intergenic	promoter-TSS (NM_004122)	-592	NM_004122	2693	Hs.130212	NM_004122	ENSG00000121853	GHSR	GHDP	growth hormone secretagogue receptor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6328	chrX	115013933	115013982	+	27	NA	intron (NR_132337, intron 1 of 1)	intron (NR_132337, intron 1 of 1)	71487	NR_132337	642776	Hs.634316	NR_130730	ENSG00000235244	DANT2	-	DXZ4 associated non-coding transcript 2, distal	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2020	chr14	71576583	71576632	+	27	NA	exon (NM_014982, exon 36 of 36)	exon (NM_014982, exon 36 of 36)	202485	NM_001308160	22990	Hs.446559	NM_014982	ENSG00000100731	PCNX	PCNXL1|pecanex	pecanex homolog (Drosophila)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6281	chr9	37956352	37956401	+	27	NA	intron (NM_003028, intron 3 of 5)	intron (NM_003028, intron 3 of 5)	-52026	NM_033412	92014	Hs.634120	NM_033412	ENSG00000122696	SLC25A51	CG7943|MCART1	solute carrier family 25, member 51	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4431	chr3	54196342	54196391	+	27	NA	intron (NM_018398, intron 2 of 37)	MLT1G3|LTR|ERVL-MaLR	39673	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium channel, voltage-dependent, alpha 2/delta subunit 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4432	chr3	54229332	54229381	+	27	NA	intron (NM_018398, intron 2 of 37)	intron (NM_018398, intron 2 of 37)	72663	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium channel, voltage-dependent, alpha 2/delta subunit 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6667	chrX	109456582	109456631	+	27	NA	intron (NM_015365, intron 3 of 5)	L1MB5|LINE|L1	11682	NR_004379	692226		NR_004379	ENSG00000208883	SNORD96B	U96b	small nucleolar RNA, C/D box 96B	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6494	chr9	140395234	140395283	+	27	NA	exon (NM_001098537, exon 16 of 35)	exon (NM_001098537, exon 16 of 35)	-41472	NM_001130969	26012	Hs.455336	NM_015537	ENSG00000165802	NSMF	HH9|NELF	NMDA receptor synaptonuclear signaling and neuronal migration factor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3744	chr2	159940393	159940442	+	27	NA	intron (NM_033394, intron 3 of 26)	intron (NM_033394, intron 3 of 26)	-102929	NR_106948	102465535		NR_106948	ENSG00000275141	MIR6888	hsa-mir-6888	microRNA 6888	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6668	chrX	109962360	109962409	+	27	NA	intron (NM_001143983, intron 4 of 9)	intron (NM_001143983, intron 4 of 9)	76692	NM_145234	91851	Hs.496587	NM_145234	ENSG00000101938	CHRDL1	CHL|MGC1|MGCN|NRLN1|VOPT|dA141H5.1	chordin-like 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2818	chr18	10745296	10745345	+	27	NA	intron (NM_022068, intron 28 of 51)	L2c|LINE|L2	14327	NR_106846	102466735		NR_106846	ENSG00000274838	MIR6788	hsa-mir-6788	microRNA 6788	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3612	chr2	74796902	74796951	+	27	NA	intron (NM_138804, intron 7 of 10)	intron (NM_138804, intron 7 of 10)	15414	NM_001381	1796	Hs.103854	NM_001381	ENSG00000115325	DOK1	P62DOK	docking protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3998	chr20	33210443	33210492	+	27	NA	intron (NM_080476, intron 6 of 11)	intron (NM_080476, intron 6 of 11)	54622	NM_080476	128869	Hs.253319	NM_080476	ENSG00000101464	PIGU	CDC91L1|GAB1	phosphatidylinositol glycan anchor biosynthesis class U	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4930	chr5	10549232	10549281	+	27	NA	Intergenic--4600	Intergenic	-15179	NM_001164440	651746	Hs.26039	NM_001164440	ENSG00000164236	ANKRD33B	-	ankyrin repeat domain 33B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4370	chr3	38271882	38271931	+	27	NA	exon (NM_005109, exon 10 of 18)	exon (NM_005109, exon 10 of 18)	-35392	NM_004256	9390	Hs.225941	NM_004256	ENSG00000172940	SLC22A13	OAT10|OCTL1|OCTL3|ORCTL-3|ORCTL3	solute carrier family 22 (organic anion/urate transporter), member 13	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4808	chr4	119522294	119522343	+	27	NA	intron (NR_109983, intron 3 of 9)	intron (NR_109983, intron 3 of 9)	9419	NR_109983	729218	Hs.448518	NR_103825		LOC729218	-	uncharacterized LOC729218	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1606	chr12	80120399	80120448	+	27	NA	Intergenic--10856	MIR|SINE|MIR	-35633	NM_002583	5074	Hs.643130	NM_002583		PAWR	PAR4|Par-4	PRKC, apoptosis, WT1, regulator	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6248	chr9	21409905	21409954	+	27	NA	3' UTR (NM_002170, exon 1 of 1)	3' UTR (NM_002170, exon 1 of 1)	783	NM_002170	3445	Hs.73890	NM_002170	ENSG00000120242	IFNA8	IFN-alphaB	interferon, alpha 8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2721	chr17	33895183	33895232	+	27	NA	Intergenic--13662	Intergenic	-5469	NR_003037	692076		NR_003037	ENSG00000207297	SNORD7	Z30|mgU6-47	small nucleolar RNA, C/D box 7	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1487	chr12	49666911	49667021	+	27	NA	exon (NM_001303117, exon 5 of 5)	exon (NM_001303117, exon 5 of 5)	8184	NM_032704	84790	Hs.652390	NM_032704	ENSG00000167553	TUBA1C	TUBA6|bcm948	tubulin, alpha 1c	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5925	chr7	133844845	133844894	+	27	NA	intron (NM_144648, intron 6 of 19)	intron (NM_144648, intron 6 of 19)	32764	NM_144648	136332	Hs.149774	NM_144648	ENSG00000155530	LRGUK	-	leucine-rich repeats and guanylate kinase domain containing	protein-coding
