PeakID (cmd=annotatePeaks.pl 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5978	chrX	16822239	16822288	+	12	NA	intron (NM_001168683, intron 1 of 7)	intron (NM_001168683, intron 1 of 7)	17708	NM_001168683	55787	Hs.555961	NM_018360	ENSG00000086712	TXLNG	CXorf15|ELRG|FIAT|LSR5|TXLNGX	taxilin gamma	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2045	chr15	76154628	76154677	+	12	NA	intron (NM_173469, intron 3 of 12)	HAL1|LINE|L1	18267	NM_001145335	92912	Hs.23033	NM_173469	ENSG00000140367	UBE2Q2	-	ubiquitin-conjugating enzyme E2Q family member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2109	chr16	2497770	2497819	+	12	NA	intron (NM_001761, intron 10 of 16)	intron (NM_001761, intron 10 of 16)	2401	NR_106825	102465459		NR_106825		MIR6767	hsa-mir-6767	microRNA 6767	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_915	chr11	19652081	19652130	+	12	NA	intron (NM_001111018, intron 1 of 37)	intron (NM_001111018, intron 1 of 37)	55248	NR_039706	100616118		NR_039706	ENSG00000265210	MIR4486	-	microRNA 4486	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5568	chr9	36449150	36449199	+	12	NA	Intergenic--7983	Intergenic	-47979	NM_194330	152006	Hs.333503	NM_022781	ENSG00000137075	RNF38	-	ring finger protein 38	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2656	chr18	61089556	61089635	+	12	NA	5' UTR (NM_004869, exon 1 of 11)	5' UTR (NM_004869, exon 1 of 11)	157	NM_004869	9525	Hs.126550	NM_004869	ENSG00000119541	VPS4B	MIG1|SKD1|SKD1B|VPS4-2	vacuolar protein sorting 4 homolog B (S. cerevisiae)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4239	chr5	38815380	38815429	+	12	NA	intron (NR_109951, intron 1 of 3)	L1MD2|LINE|L1	30527	NR_109951	101929768	Hs.546623	NR_109951		OSMR-AS1	CTD-2127H9.1	OSMR antisense RNA 1 (head to head)	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_112	chr1	31823965	31824014	+	12	NA	intron (NM_001282566, intron 6 of 6)	intron (NM_001282566, intron 6 of 6)	21934	NM_004102	2170	Hs.657242	NM_004102		FABP3	FABP11|H-FABP|M-FABP|MDGI|O-FABP	fatty acid binding protein 3, muscle and heart	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2669	chr17	79008968	79009045	+	12	NA	5' UTR (NM_017451, exon 1 of 15)	promoter-TSS (NM_017451)	59	NM_017450	10458	Hs.128316	NM_006340	ENSG00000175866	BAIAP2	BAP2|FLAF3|IRSP53	BAI1-associated protein 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1832	chr14	68789839	68789888	+	12	NA	intron (NM_133510, intron 8 of 10)	intron (NM_133510, intron 8 of 10)	470768	NM_004926	677	Hs.85155	NM_004926	ENSG00000185650	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	ZFP36 ring finger protein-like 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1074	chr11	67948930	67948979	+	12	NA	intron (NM_001300908, intron 3 of 10)	intron (NM_001300908, intron 3 of 10)	31830	NM_016028	51111	Hs.632120	NM_016028	ENSG00000110066	KMT5B	CGI-85|CGI85|SUV420H1	lysine (K)-specific methyltransferase 5B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5131	chr7	110701815	110701864	+	12	NA	intron (NM_001244606, intron 4 of 6)	L2b|LINE|L2	-29223	NM_001099658	54674	Hs.3781	NM_018334	ENSG00000173114	LRRN3	FIGLER5|NLRR-3|NLRR3	leucine rich repeat neuronal 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5041	chr6	97002809	97002858	+	12	NA	3' UTR (NM_015323, exon 19 of 19)	3' UTR (NM_015323, exon 19 of 19)	-7591	NM_020482	9457	Hs.632608	NM_020482	ENSG00000112214	FHL5	ACT|dJ393D12.2	four and a half LIM domains 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1251	chr12	24970890	24970939	+	12	NA	3' UTR (NM_001178094, exon 11 of 11)	3' UTR (NM_001178094, exon 11 of 11)	84408	NM_001178094	586	Hs.438993	NM_005504	ENSG00000060982	BCAT1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	branched chain amino-acid transaminase 1, cytosolic	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2277	chr16	69606037	69606086	+	12	NA	intron (NM_138714, intron 2 of 15)	intron (NM_138714, intron 2 of 15)	6192	NM_173214	10725	Hs.371987	NM_006599	ENSG00000102908	NFAT5	NF-AT5|NFATL1|NFATZ|OREBP|TONEBP	nuclear factor of activated T-cells 5, tonicity-responsive	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4313	chr4	88375947	88375996	+	12	NA	intron (NM_198038, intron 7 of 7)	intron (NM_198038, intron 7 of 7)	32222	NM_198038	53343	Hs.149500	NM_024047	ENSG00000170502	NUDT9	NUDT10	nudix hydrolase 9	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4453	chr5	139934198	139934247	+	12	NA	intron (NR_045586, intron 2 of 4)	L2a|LINE|L2	2819	NM_001253764	10011	Hs.653135	NM_001035235	ENSG00000213523	SRA1	SRA|SRAP|STRAA1|pp7684	steroid receptor RNA activator 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1078	chr11	65826718	65826767	+	12	NA	exon (NM_006842, exon 11 of 22)	exon (NM_006842, exon 11 of 22)	6926	NM_006842	10992	Hs.406423	NM_006842	ENSG00000087365	SF3B2	Cus1|SAP145|SF3B145|SF3b1|SF3b150	splicing factor 3b subunit 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3348	chr2	131878514	131878563	+	12	NA	5' UTR (NM_001309450, exon 2 of 6)	exon (NM_001267067, exon 2 of 6)	16118	NM_001309450	55041	Hs.469944	NM_017958	ENSG00000115762	PLEKHB2	EVT2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1884	chr14	93657346	93657395	+	12	NA	Intergenic--11967	Intergenic	5995	NM_001098621	26175	Hs.275352	NM_015676	ENSG00000153485	TMEM251	C14orf109	transmembrane protein 251	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_795	chr10	104704820	104704869	+	12	NA	intron (NM_017649, intron 1 of 7)	L1MC4|LINE|L1	26769	NM_199076	54805	Hs.643509	NM_017649	ENSG00000148842	CNNM2	ACDP2|HOMG6|HOMGSMR	cyclin and CBS domain divalent metal cation transport mediator 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_799	chr10	103731640	103731689	+	12	NA	intron (NM_024541, intron 20 of 25)	intron (NM_024541, intron 20 of 25)	84268	NM_024541	79591	Hs.16004	NM_024541	ENSG00000120029	C10orf76	-	chromosome 10 open reading frame 76	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1746	chr14	23946512	23946609	+	12	NA	exon (NM_015514, exon 9 of 10)	exon (NM_015514, exon 9 of 10)	7662	NM_001042635	25983	Hs.9043	NM_015514	ENSG00000129460	NGDN	C14orf120|CANu1|LCP5|NGD|lpd-2	neuroguidin, EIF4E binding protein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3679	chr20	48575074	48575123	+	12	NA	Intergenic--15990	L2|LINE|L2	22184	NM_018683	55905	Hs.144949	NM_018683	ENSG00000124226	RNF114	PSORS12|ZNF313	ring finger protein 114	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3125	chr2	9614683	9614732	+	12	NA	exon (NM_001039613, exon 1 of 6)	promoter-TSS (NM_001039613)	37	NM_001039613	285148	Hs.667226	NM_001039613		IAH1	-	isoamyl acetate-hydrolyzing esterase 1 homolog	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1252	chr12	6507816	6507865	+	12	NA	Intergenic--10337	L1MC4a|LINE|L1	14641	NM_002342	4055	Hs.1116	NM_002342	ENSG00000111321	LTBR	CD18|D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	lymphotoxin beta receptor (TNFR superfamily, member 3)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5132	chr6	158712649	158712698	+	12	NA	Intergenic--6217	L1MEg|LINE|L1	-21019	NM_001007466	56995	Hs.486993	NM_020245	ENSG00000130338	TULP4	TUSP	tubby like protein 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1924	chr15	22835680	22835729	+	12	NA	intron (NM_001102610, intron 1 of 21)	intron (NM_001102610, intron 1 of 21)	2309	NM_052903	114791	Hs.533898	NM_052903	ENSG00000275835	TUBGCP5	GCP5	tubulin, gamma complex associated protein 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2944	chr19	21357439	21357488	+	12	NA	intron (NM_133473, intron 4 of 4)	L1MB2|LINE|L1	32623	NM_133473	170959	Hs.656394	NM_133473		ZNF431	-	zinc finger protein 431	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4735	chr6	53402000	53402049	+	12	NA	intron (NM_001197115, intron 1 of 14)	intron (NM_001197115, intron 1 of 14)	7903	NM_001197115	2729	Hs.654465	NM_001498	ENSG00000001084	GCLC	GCL|GCS|GLCL|GLCLC	glutamate-cysteine ligase, catalytic subunit	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5702	chr9	6808761	6808810	+	12	NA	intron (NR_130707, intron 3 of 14)	MLT1F|LTR|ERVL-MaLR	51144	NM_015061	23081	Hs.709425	NM_015061	ENSG00000107077	KDM4C	GASC1|JHDM3C|JMJD2C|TDRD14C	lysine (K)-specific demethylase 4C	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_830	chr10	126184923	126184972	+	12	NA	intron (NM_022126, intron 3 of 6)	intron (NM_022126, intron 3 of 6)	34606	NM_022126	64077	Hs.527748	NM_022126	ENSG00000107902	LHPP	HDHD2B	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_818	chr10	121094787	121094836	+	12	NA	intron (NM_005308, intron 2 of 15)	FLAM_A|SINE|Alu	-42673	NR_039829	100616398		NR_039829	ENSG00000265719	MIR4681	-	microRNA 4681	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2218	chr16	84120490	84120539	+	12	NA	intron (NM_003791, intron 9 of 22)	L4|LINE|RTE	30034	NM_003791	8720	Hs.75890	NM_003791	ENSG00000140943	MBTPS1	PCSK8|S1P|SKI-1	membrane bound transcription factor peptidase, site 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4792	chr6	91274572	91274621	+	12	NA	intron (NM_145331, intron 3 of 16)	L1PA5|LINE|L1	22424	NM_145332	6885	Hs.594838	NM_003188	ENSG00000135341	MAP3K7	MEKK7|TAK1|TGF1a	mitogen-activated protein kinase kinase kinase 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3939	chr3	185644474	185644523	+	12	NA	exon (NM_004593, exon 2 of 9)	exon (NM_004593, exon 2 of 9)	11426	NM_004593	6434	Hs.533122	NM_004593		TRA2B	Htra2-beta|PPP1R156|SFRS10|SRFS10|TRA2-BETA|TRAN2B	transformer 2 beta homolog (Drosophila)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5354	chr8	99657705	99657754	+	12	NA	intron (NM_001256313, intron 4 of 8)	intron (NM_001256313, intron 4 of 8)	180170	NM_001256313	6788	Hs.492333	NM_006281	ENSG00000104375	STK3	KRS1|MST2	serine/threonine kinase 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2519	chr17	40931543	40931592	+	12	NA	3' UTR (NM_032353, exon 6 of 6)	TTS (NM_032353)	-1082	NM_032387	65266	Hs.105448	NM_032387	ENSG00000126562	WNK4	PHA2B|PRKWNK4	WNK lysine deficient protein kinase 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1264	chr12	31428267	31428316	+	12	NA	Intergenic--10525	Intergenic	-48959	NR_026806	79857	Hs.534485	NM_024799	ENSG00000177340	FLJ13224	-	uncharacterized LOC79857	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_594	chr1	233515614	233515663	+	12	NA	intron (NM_032435, intron 9 of 9)	intron (NM_032435, intron 9 of 9)	52124	NM_032435	84451	Hs.547779	NM_032435	ENSG00000143674	KIAA1804	MLK4|dJ862P8.3	mixed lineage kinase 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2278	chr16	69709127	69709176	+	12	NA	intron (NM_138714, intron 10 of 15)	intron (NM_138714, intron 10 of 15)	51382	NM_000903	1728	Hs.406515	NM_000903	ENSG00000181019	NQO1	DHQU|DIA4|DTD|NMOR1|NMORI|QR1	NAD(P)H dehydrogenase, quinone 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4164	chr3	171946235	171946284	+	12	NA	intron (NM_022763, intron 4 of 25)	intron (NM_022763, intron 4 of 25)	187915	NM_001135095	64778	Hs.744888	NM_022763	ENSG00000075420	FNDC3B	FAD104|PRO4979|YVTM2421	fibronectin type III domain containing 3B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_494	chr1	198237365	198237414	+	12	NA	intron (NM_133494, intron 5 of 9)	L2c|LINE|L2	111281	NM_133494	140609	Hs.24119	NM_133494	ENSG00000151414	NEK7	-	NIMA-related kinase 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2546	chr17	42815705	42815754	+	12	NA	intron (NM_145663, intron 8 of 13)	intron (NM_145663, intron 8 of 13)	-20839	NM_002390	4185	Hs.6088	NM_002390	ENSG00000073670	ADAM11	MDC	ADAM metallopeptidase domain 11	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1949	chr15	63926915	63926964	+	12	NA	exon (NM_003922, exon 66 of 78)	exon (NM_003922, exon 66 of 78)	-33913	NR_034080	100130855	Hs.631163	NR_034080	ENSG00000259248	USP3-AS1	-	USP3 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_200	chr1	51350970	51351019	+	12	NA	intron (NM_007051, intron 1 of 18)	intron (NM_007051, intron 1 of 18)	74942	NM_007051	11124	Hs.530402	NM_007051		FAF1	CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1	Fas (TNFRSF6) associated factor 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5104	chr7	103786080	103786129	+	12	NA	intron (NM_002553, intron 12 of 13)	L1MDb|LINE|L1	62391	NM_002553	5001	Hs.432948	NM_002553	ENSG00000164815	ORC5	ORC5L|ORC5P|ORC5T|PPP1R117	origin recognition complex subunit 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_933	chr11	31468256	31468305	+	12	NA	intron (NM_144981, intron 5 of 6)	L2c|LINE|L2	62895	NM_144981	196294	Hs.502223	NM_144981	ENSG00000148950	IMMP1L	IMMP1|IMP1|IMP1-LIKE	inner mitochondrial membrane peptidase subunit 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1728	chr14	53371494	53371543	+	12	NA	intron (NM_001134999, intron 3 of 15)	intron (NM_001134999, intron 3 of 15)	46297	NM_001134999	10979	Hs.509343	NM_006832	ENSG00000073712	FERMT2	KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	fermitin family member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1955	chr15	64484651	64484700	+	12	NA	intron (NM_022048, intron 10 of 11)	intron (NM_022048, intron 10 of 11)	-29321	NM_000942	5479	Hs.434937	NM_000942	ENSG00000166794	PPIB	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	peptidylprolyl isomerase B (cyclophilin B)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1470	chr12	72157241	72157290	+	12	NA	intron (NM_014999, intron 1 of 6)	intron (NM_014999, intron 1 of 6)	8607	NM_014999	23011	Hs.524590	NM_014999		RAB21	-	RAB21, member RAS oncogene family	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4178	chr4	186125073	186125122	+	12	NA	5' UTR (NM_020827, exon 1 of 5)	promoter-TSS (NM_020827)	85	NM_020827	57587	Hs.535734	NM_020827	ENSG00000164323	CFAP97	KIAA1430|hmw	cilia and flagella associated protein 97	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2719	chr19	5967381	5967430	+	12	NA	intron (NM_001300865, intron 1 of 15)	intron (NM_001300865, intron 1 of 15)	10915	NM_007322	8498	Hs.531752	NM_003624	ENSG00000031823	RANBP3	-	RAN binding protein 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3994	chr3	47342453	47342502	+	12	NA	intron (NM_025010, intron 1 of 9)	L1MD2|LINE|L1	-18140	NM_001134878	64147	Hs.373947	NM_022342	ENSG00000088727	KIF9	-	kinesin family member 9	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5712	chr9	19295074	19295123	+	12	NA	intron (NR_073201, intron 5 of 31)	AluSx|SINE|Alu	64335	NR_073201	55667	Hs.249591	NM_017925		DENND4C	C9orf55|C9orf55B|bA513M16.3	DENN/MADD domain containing 4C	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1773	chr14	73742863	73742912	+	12	NA	3' UTR (NM_003744, exon 12 of 12)	3' UTR (NM_003744, exon 12 of 12)	38682	NM_173462	89932	Hs.509909	NM_173462	ENSG00000100767	PAPLN	-	papilin, proteoglycan-like sulfated glycoprotein	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1533	chr12	109699043	109699092	+	12	NA	intron (NM_001093, intron 47 of 51)	intron (NM_001093, intron 47 of 51)	47958	NM_213596	121643	Hs.528316	NM_213596	ENSG00000139445	FOXN4	-	forkhead box N4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3307	chr2	109361342	109361391	+	12	NA	intron (NM_006267, intron 7 of 28)	intron (NM_006267, intron 7 of 28)	25429	NM_006267	5903	Hs.199561	NM_006267	ENSG00000153201	RANBP2	ADANE|ANE1|IIAE3|NUP358|TRP1|TRP2	RAN binding protein 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2485	chr17	36473110	36473159	+	12	NA	intron (NM_001278279, intron 4 of 6)	intron (NM_001278279, intron 4 of 6)	20145	NM_032351	84311	Hs.537279	NM_032351	ENSG00000278845	MRPL45	L45mt|MRP-L45	mitochondrial ribosomal protein L45	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2233	chr16	87863698	87863766	+	12	NA	3' UTR (NM_003486, exon 10 of 10)	3' UTR (NM_003486, exon 10 of 10)	4534	NR_106833	102465464		NR_106833	ENSG00000278598	MIR6775	hsa-mir-6775	microRNA 6775	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_39	chr1	9992895	9992944	+	12	NA	exon (NM_001316973, exon 6 of 8)	exon (NM_001316973, exon 6 of 8)	-10062	NM_001297778	64802	Hs.633762	NM_022787	ENSG00000173614	NMNAT1	LCA9|NMNAT|PNAT1	nicotinamide nucleotide adenylyltransferase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2436	chr17	40489471	40489520	+	12	NA	exon (NM_003150, exon 8 of 24)	exon (NM_003150, exon 8 of 24)	49421	NM_001288720	6776	Hs.437058	NM_003152	ENSG00000126561	STAT5A	MGF|STAT5	signal transducer and activator of transcription 5A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4206	chr5	16465112	16465218	+	12	NA	exon (NM_033414, exon 1 of 6)	exon (NM_033414, exon 1 of 6)	729	NM_033414	90441	Hs.60300	NM_033414	ENSG00000173545	ZNF622	ZPR9	zinc finger protein 622	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_323	chr1	145209113	145209208	+	12	NA	5' UTR (NM_203458, exon 1 of 5)	promoter-TSS (NM_203458)	47	NM_203458	388677	Hs.655156	NM_203458		NOTCH2NL	N2N	notch 2 N-terminal like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3917	chr3	9839384	9839443	+	12	NA	5' UTR (NM_001024960, exon 2 of 6)	exon (NM_001198780, exon 2 of 6)	4612	NM_001198780	10093	Hs.323342	NM_005718		ARPC4	ARC20|P20-ARC	actin related protein 2/3 complex subunit 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1664	chr13	92877961	92878010	+	12	NA	intron (NM_004466, intron 7 of 7)	intron (NM_004466, intron 7 of 7)	126475	NR_120382	100873970	Hs.567269	NR_120382		GPC5-AS2	-	GPC5 antisense RNA 2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1230	chr12	1271365	1271414	+	12	NA	intron (NR_027948, intron 7 of 19)	intron (NR_027948, intron 7 of 19)	134475	NM_001301248	23085	Hs.601216	NM_178039	ENSG00000082805	ERC1	Cast2|ELKS|ERC-1|RAB6IP2	ELKS/RAB6-interacting/CAST family member 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_681	chr10	49640519	49640568	+	12	NA	intron (NM_139049, intron 10 of 10)	intron (NM_139049, intron 10 of 10)	30888	NM_001278548	5599	Hs.138211	NM_002750	ENSG00000107643	MAPK8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	mitogen-activated protein kinase 8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2305	chr16	82750036	82750085	+	12	NA	intron (NM_001220488, intron 2 of 14)	intron (NM_001220488, intron 2 of 14)	27524	NR_107025	102465863		NR_107025	ENSG00000277387	MIR8058	hsa-mir-8058	microRNA 8058	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_650	chr10	15902469	15902518	+	12	NA	5' UTR (NM_024948, exon 1 of 15)	promoter-TSS (NM_024948)	26	NM_024948	80013	Hs.158870	NM_024948	ENSG00000148481	FAM188A	C10orf97|CARP|DERP5|MST126|MSTP126|my042	family with sequence similarity 188, member A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4534	chr5	179685023	179685072	+	12	NA	intron (NM_139068, intron 5 of 11)	intron (NM_139068, intron 5 of 11)	22561	NM_001308244	5601	Hs.484371	NM_002752	ENSG00000050748	MAPK9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	mitogen-activated protein kinase 9	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2196	chr16	72934773	72934822	+	12	NA	intron (NM_001164766, intron 2 of 8)	intron (NM_001164766, intron 2 of 8)	147477	NM_006885	463	Hs.598297	NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ZNF927	zinc finger homeobox 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5785	chr9	96803593	96803642	+	12	NA	intron (NM_001253830, intron 1 of 9)	intron (NM_001253830, intron 1 of 9)	10526	NM_001253830	138639	Hs.437943	NM_152422	ENSG00000158079	PTPDC1	PTP9Q22	protein tyrosine phosphatase domain containing 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_662	chr10	27444323	27444372	+	12	NA	5' UTR (NM_001172304, exon 1 of 11)	promoter-TSS (NM_014263)	594	NM_032844	84930	Hs.276905	NM_032844	ENSG00000120539	MASTL	GREATWALL|GW|GWL|MAST-L|THC2|hGWL	microtubule associated serine/threonine kinase-like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5433	chr8	141872867	141872916	+	12	NA	intron (NM_001316342, intron 3 of 32)	MER1B|DNA|hAT-Charlie	138521	NM_001316342	5747	Hs.395482	NM_005607	ENSG00000169398	PTK2	FADK|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK	protein tyrosine kinase 2	protein-coding
