PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_828	chr17	26794802	26794851	+	36	NA	Intergenic--13597	Intergenic	-5838	NM_001145975	9058	Hs.102307	NM_003984	ENSG00000007216	SLC13A2	NADC1|NaCT|NaDC-1|SDCT1	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1275	chr20	43595157	43595206	+	36	NA	5' UTR (NM_006282, exon 1 of 11)	promoter-TSS (NM_006282)	61	NM_006282	6789	Hs.472838	NM_006282	ENSG00000101109	STK4	KRS2|MST1|TIIAC|YSK3	serine/threonine kinase 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1487	chr4	15538604	15538653	+	36	NA	exon (NM_001080522, exon 16 of 38)	exon (NM_001080522, exon 16 of 38)	67139	NM_020785	57545	Hs.590928	NM_020785	ENSG00000048342	CC2D2A	JBTS9|MKS6	coiled-coil and C2 domain containing 2A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1353	chr22	41865135	41865184	+	36	NA	5' UTR (NM_001098, exon 1 of 18)	promoter-TSS (NM_032758)	30	NM_001098	50	Hs.643610	NM_001098	ENSG00000100412	ACO2	ACONM|HEL-S-284|ICRD|OCA8	aconitase 2, mitochondrial	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1027	chr19	34929578	34929627	+	36	NA	exon (NM_005499, exon 6 of 17)	exon (NM_005499, exon 6 of 17)	10334	NM_005499	10054	Hs.631580	NM_005499	ENSG00000126261	UBA2	ARX|HRIHFB2115|SAE2	ubiquitin-like modifier activating enzyme 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_608	chr14	35522611	35522660	+	36	NA	exon (NM_001079519, exon 4 of 7)	exon (NM_001079519, exon 4 of 7)	7025	NM_173607	283635	Hs.446357	NM_173607	ENSG00000151327	FAM177A1	C14orf24	family with sequence similarity 177, member A1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_380	chr11	66278149	66278198	+	36	NA	5' UTR (NM_024649, exon 1 of 17)	promoter-TSS (NM_024649)	54	NM_024649	582	Hs.502915	NM_024649	ENSG00000174483	BBS1	BBS2L2	Bardet-Biedl syndrome 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_102	chr1	111991821	111991897	+	36	NA	5' UTR (NM_001688, exon 1 of 7)	promoter-TSS (NM_024102)	-29	NM_024102	79084	Hs.204773	NM_024102	ENSG00000116455	WDR77	HKMT1069|MEP-50|MEP50|Nbla10071|p44|p44/Mep50	WD repeat domain 77	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_940	chr18	18983928	18983977	+	36	NA	exon (NM_001142966, exon 7 of 33)	exon (NM_001142966, exon 7 of 33)	161749	NM_001142966	80000	Hs.149020	NM_024935	ENSG00000141449	GREB1L	C18orf6|KIAA1772	growth regulation by estrogen in breast cancer-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_747	chr16	30418956	30419005	+	36	NA	5' UTR (NM_016643, exon 1 of 3)	5' UTR (NM_016643, exon 1 of 3)	245	NM_016643	51333	Hs.148584	NM_016643	ENSG00000179965	ZNF771	DSC43	zinc finger protein 771	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_777	chr16	71929431	71929480	+	36	NA	5' UTR (NM_014761, exon 1 of 10)	promoter-TSS (NM_014761)	59	NM_014761	9798	Hs.232194	NM_014761	ENSG00000182149	IST1	OLC1	increased sodium tolerance 1 homolog (yeast)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1563	chr5	65440152	65440201	+	36	NA	5' UTR (NM_001077199, exon 1 of 12)	promoter-TSS (NM_139168)	130	NM_001077199	140890	Hs.49367	NM_139168	ENSG00000153914	SREK1	SFRS12|SRrp508|SRrp86	splicing regulatory glutamine/lysine-rich protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2004	chr9	116037985	116038034	+	36	NA	5' UTR (NM_004697, exon 1 of 14)	promoter-TSS (NM_139286)	95	NM_001244926	9128	Hs.744014	NM_004697	ENSG00000136875	PRPF4	HPRP4|HPRP4P|PRP4|Prp4p|RP70|SNRNP60	pre-mRNA processing factor 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1409	chr3	54268852	54268901	+	36	NA	intron (NM_018398, intron 2 of 37)	L1PA14|LINE|L1	112183	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium channel, voltage-dependent, alpha 2/delta subunit 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_700	chr15	90305932	90305981	+	36	NA	Intergenic--12606	5S|rRNA|rRNA	-11416	NM_018670	55897	Hs.447531	NM_018670		MESP1	bHLHc5	mesoderm posterior bHLH transcription factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1313	chr21	34697283	34697332	+	36	NA	5' UTR (NM_000629, exon 1 of 11)	promoter-TSS (NM_000629)	93	NM_000629	3454	Hs.529400	NM_000629	ENSG00000142166	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	interferon (alpha, beta and omega) receptor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_60	chr1	40204576	40204625	+	36	NA	5' UTR (NM_203456, exon 1 of 10)	promoter-TSS (NM_203456)	83	NM_203456	10450	Hs.524690	NM_006112	ENSG00000084072	PPIE	CYP-33|CYP33	peptidylprolyl isomerase E (cyclophilin E)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_257	chr10	70259249	70259298	+	36	NA	intron (NM_152707, intron 4 of 8)	intron (NM_152707, intron 4 of 8)	-27395	NR_102264	1763	Hs.532446	NM_001080449	ENSG00000138346	DNA2	DNA2L|hDNA2	DNA replication helicase/nuclease 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2019	chr9	131680178	131680227	+	36	NA	3' UTR (NM_001127244, exon 4 of 4)	3' UTR (NM_001127244, exon 4 of 4)	-2972	NM_001100876	254295	Hs.709447	NM_174933	ENSG00000175287	PHYHD1	-	phytanoyl-CoA dioxygenase domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1533	chr5	83238747	83238796	+	36	NA	3' UTR (NM_005711, exon 11 of 11)	3' UTR (NM_005711, exon 11 of 11)	-221875	NM_001884	1404	Hs.2799	NM_001884	ENSG00000145681	HAPLN1	CRT1|CRTL1	hyaluronan and proteoglycan link protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_549	chr12	121837981	121838030	+	36	NA	5' UTR (NM_025126, exon 1 of 6)	promoter-TSS (NM_194271)	84	NM_194271	80196	Hs.292804	NM_025126	ENSG00000170633	RNF34	CARP-1|CARP1|RFI|RIF|RIFF|hRFI	ring finger protein 34, E3 ubiquitin protein ligase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_275	chr10	98592041	98592090	+	36	NA	5' UTR (NM_001170765, exon 1 of 8)	promoter-TSS (NM_032440)	48	NM_001170766	84458	Hs.745068	NM_032440	ENSG00000196233	LCOR	MLR2	ligand dependent nuclear receptor corepressor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_428	chr12	4430405	4430454	+	36	NA	5' UTR (NM_020375, exon 1 of 6)	promoter-TSS (NM_020375)	70	NM_020375	57103	Hs.504545	NM_020375		TIGAR	C12orf5|FR2BP	TP53 induced glycolysis regulatory phosphatase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_954	chr18	72163593	72163667	+	36	NA	5' UTR (NM_018235, exon 1 of 12)	5' UTR (NM_018235, exon 1 of 12)	130	NM_018235	55748	Hs.149185	NM_018235	ENSG00000133313	CNDP2	CN2|CPGL|HEL-S-13|HsT2298|PEPA	CNDP dipeptidase 2 (metallopeptidase M20 family)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1604	chr5	134094477	134094526	+	36	NA	5' UTR (NM_014829, exon 1 of 23)	promoter-TSS (NM_014829)	77	NM_001300860	9879	Hs.406549	NM_014829	ENSG00000145833	DDX46	PRPF5|Prp5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1808	chr7	32997054	32997103	+	36	NA	5' UTR (NM_007270, exon 1 of 10)	promoter-TSS (NM_007270)	62	NM_007270	11328	Hs.103934	NM_007270	ENSG00000122642	FKBP9	FKBP60|FKBP63|PPIase	FK506 binding protein 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_272	chr10	94608253	94608302	+	36	NA	5' UTR (NM_019053, exon 1 of 22)	promoter-TSS (NM_019053)	52	NM_019053	54536	Hs.655657	NM_019053	ENSG00000138190	EXOC6	EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p	exocyst complex component 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1908	chr8	29952952	29953001	+	36	NA	5' UTR (NM_015344, exon 1 of 4)	promoter-TSS (NM_015344)	54	NM_015344	23484	Hs.146585	NM_015344	ENSG00000104660	LEPROTL1	HSPC112|Vps55|my047	leptin receptor overlapping transcript-like 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1534	chr4	183469826	183469875	+	36	NA	intron (NM_001080477, intron 3 of 27)	U2|snRNA|snRNA	305266	NM_001080477	55714	Hs.130438	NM_001080477	ENSG00000218336	TENM3	MCOPCB9|ODZ3|TNM3|Ten-m3|ten-3	teneurin transmembrane protein 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_288	chr10	120967083	120967132	+	36	NA	Intergenic	promoter-TSS (NM_005308)	-90	NM_005308	2869	Hs.524625	NM_005308	ENSG00000198873	GRK5	GPRK5	G protein-coupled receptor kinase 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_753	chr16	53738079	53738128	+	36	NA	5' UTR (NM_001080432, exon 1 of 9)	promoter-TSS (NM_001127897)	228	NM_001080432	79068	Hs.528833	NM_001080432		FTO	ALKBH9|GDFD	fat mass and obesity associated	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1397	chr3	169482697	169482802	+	36	NA	non-coding (NR_001566, exon 1 of 1)	promoter-TSS (NR_001566)	99	NR_001566	7012	Hs.436182	NR_001566	ENSG00000270141	TERC	DKCA1|PFBMFT2|SCARNA19|TR|TRC3|hTR	telomerase RNA component	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_182	chr1	205689670	205689748	+	36	NA	exon (NM_022731, exon 5 of 7)	exon (NM_022731, exon 5 of 7)	29663	NM_022731	64710	Hs.213061	NM_022731	ENSG00000069275	NUCKS1	JC7|NUCKS	nuclear casein kinase and cyclin-dependent kinase substrate 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_691	chr15	78441719	78441768	+	36	NA	5' UTR (NM_005530, exon 1 of 11)	promoter-TSS (NM_005530)	24	NM_005530	3419	Hs.591110	NM_005530		IDH3A	-	isocitrate dehydrogenase 3 (NAD+) alpha	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_965	chr19	984347	984396	+	36	NA	5' UTR (NM_024100, exon 1 of 10)	promoter-TSS (NM_024100)	43	NM_024100	57418	Hs.325321	NM_024100	ENSG00000065268	WDR18	Ipi3|R32184_1	WD repeat domain 18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1750	chr6	90430877	90430926	+	36	NA	intron (NM_014611, intron 40 of 101)	intron (NM_014611, intron 40 of 101)	-82427	NM_020466	57226	Hs.177275	NM_020466	ENSG00000083099	LYRM2	DJ122O8.2	LYR motif containing 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1601	chr6	8102726	8102775	+	35	NA	5' UTR (NM_001135650, exon 1 of 4)	promoter-TSS (NM_001135650)	78	NM_001135650	9521	Hs.602353	NM_004280	ENSG00000124802	EEF1E1	AIMP3|P18	eukaryotic translation elongation factor 1 epsilon 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1937	chr9	22239146	22239195	+	35	NA	Intergenic--7908	Intergenic	-207670	NM_022160	63951	Hs.371976	NM_022160		DMRTA1	DMO|DMRT4	DMRT-like family A1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1456	chr4	99850264	99850313	+	35	NA	5' UTR (NM_001130679, exon 1 of 8)	promoter-TSS (NM_001130678)	-45	NM_001130678	1977	Hs.249718	NM_001968		EIF4E	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F|eIF-4E	eukaryotic translation initiation factor 4E	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_601	chr14	19890375	19890424	+	35	NA	intron (NR_110526, intron 7 of 7).2	TTS (NR_122112).2	-3970	NR_073460	101101776	Hs.617315	NR_073460	ENSG00000228294	BMS1P17	LINC00516	BMS1 ribosome biogenesis factor pseudogene 17	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1165	chr2	188361638	188361687	+	35	NA	exon (NM_001032281, exon 3 of 7)	exon (NM_001032281, exon 3 of 7)	-48641	NM_005795	10203	Hs.470882	NM_005795	ENSG00000064989	CALCRL	CGRPR|CRLR	calcitonin receptor like receptor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1055	chr19	55972969	55973018	+	35	NA	5' UTR (NM_001136202, exon 1 of 5)	promoter-TSS (NM_001136202)	56	NM_024710	79763	Hs.467306	NM_024710	ENSG00000063241	ISOC2	-	isochorismatase domain containing 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1040	chr19	48673490	48673539	+	35	NA	5' UTR (NM_000234, exon 1 of 28)	promoter-TSS (NM_199341)	346	NM_001289064	3978	Hs.1770	NM_000234	ENSG00000105486	LIG1	-	ligase I, DNA, ATP-dependent	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1079	chr2	33141324	33141383	+	35	NA	intron (NR_027099, intron 5 of 5)	(G)n|Simple_repeat|Simple_repeat	-10841	NR_027097	100271832	Hs.743603	NR_027097		LOC100271832	-	uncharacterized LOC100271832	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_23	chr1	17380475	17380524	+	35	NA	5' UTR (NM_003000, exon 1 of 8)	exon (NM_003000, exon 1 of 8)	166	NM_003000	6390	Hs.465924	NM_003000	ENSG00000117118	SDHB	CWS2|IP|PGL4|SDH|SDH1|SDH2|SDHIP	succinate dehydrogenase complex subunit B, iron sulfur (Ip)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1059	chr2	3381534	3381583	+	35	NA	5' UTR (NM_003310, exon 1 of 9)	promoter-TSS (NM_003310)	95	NM_003310	7260	Hs.502770	NM_003310	ENSG00000032389	TSSC1	-	tumor suppressing subtransferable candidate 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_206	chr1	240775184	240775233	+	35	NA	5' UTR (NM_022469, exon 1 of 2)	5' UTR (NM_022469, exon 1 of 2)	254	NM_022469	64388	Hs.98206	NM_022469	ENSG00000180875	GREM2	CKTSF1B2|DAND3|PRDC	gremlin 2, DAN family BMP antagonist	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1839	chr8	32049615	32049667	+	35	NA	intron (NM_013962, intron 1 of 4)	AmnSINE1|SINE|Deu	165907	NR_104156	100856811	Hs.97362	NR_104156		NRG1-IT1	-	NRG1 intronic transcript 1	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1552	chr5	122372333	122372394	+	35	NA	5' UTR (NM_000943, exon 1 of 5)	promoter-TSS (NM_000943)	62	NM_000943	5480	Hs.110364	NM_000943	ENSG00000168938	PPIC	CYPC	peptidylprolyl isomerase C (cyclophilin C)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1907	chr8	144623582	144623631	+	35	NA	5' UTR (NM_015117, exon 1 of 12)	promoter-TSS (NM_015117)	14	NM_015117	23144	Hs.521915	NM_015117	ENSG00000014164	ZC3H3	ZC3HDC3	zinc finger CCCH-type containing 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1351	chr3	98312415	98312464	+	35	NA	5' UTR (NM_000097, exon 1 of 7)	promoter-TSS (NM_000097)	16	NM_000097	1371	Hs.476982	NM_000097	ENSG00000080819	CPOX	CPO|CPX|HCP	coproporphyrinogen oxidase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1873	chr8	95565646	95565695	+	35	NA	5' UTR (NM_015496, exon 1 of 24)	promoter-TSS (NM_015496)	76	NM_183009	25962	Hs.202238	NM_015496	ENSG00000164944	KIAA1429	MSTP054|fSAP121	KIAA1429	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2055	chrX	125606662	125606711	+	35	NA	Intergenic--17288	Intergenic	80156	NM_178470	139170	Hs.120403	NM_178470	ENSG00000198889	DCAF12L1	KIAA1892L|WDR40B	DDB1 and CUL4 associated factor 12-like 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1905	chr8	136785993	136786042	+	35	NA	Intergenic--7735	L1MA5|LINE|L1	316309	NM_006558	10656	Hs.444558	NM_006558	ENSG00000131773	KHDRBS3	Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile	KH domain containing, RNA binding, signal transduction associated 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1436	chr4	68295355	68295404	+	35	NA	Intergenic--4057	U1|snRNA|snRNA	-7661	NR_110747	101927237	Hs.435644	NR_110747	ENSG00000250075	LOC101927237	-	uncharacterized LOC101927237	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_686	chr15	35280401	35280450	+	35	NA	5' UTR (NM_014106, exon 1 of 3)	promoter-TSS (NM_014106)	72	NM_014106	54989	Hs.744990	NM_014106	ENSG00000198146	ZNF770	PRO1914	zinc finger protein 770	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1466	chr4	140477294	140477343	+	35	NA	5' UTR (NM_030648, exon 1 of 8)	non-coding (NR_131339, exon 1 of 4)	605	NM_001306199	80854	Hs.480792	NM_030648	ENSG00000145391	SETD7	KMT7|SET7|SET7/9|SET9	SET domain containing (lysine methyltransferase) 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_690	chr15	40857181	40857230	+	35	NA	5' UTR (NM_001289132, exon 1 of 4)	promoter-TSS (NM_001289132)	51	NM_052849	90416	Hs.654661	NM_052849	ENSG00000128891	C15orf57	CCDC32	chromosome 15 open reading frame 57	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2033	chrX	69509701	69509750	+	35	NA	5' UTR (NM_016484, exon 1 of 7)	promoter-TSS (NM_016484)	73	NM_016484	51248	Hs.11042	NM_016484	ENSG00000120509	PDZD11	AIPP1|PDZK11|PISP	PDZ domain containing 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1114	chr2	85004836	85004898	+	35	NA	intron (NM_001370, intron 64 of 76)	intron (NM_001370, intron 64 of 76)	103502	NM_001080824	129293	Hs.469134	NM_001080824	ENSG00000186854	TRABD2A	C2orf89|TIKI1	TraB domain containing 2A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_26	chr1	20834542	20834611	+	35	NA	5' UTR (NM_024544, exon 1 of 4)	promoter-TSS (NM_024544)	98	NM_024544	79594	Hs.10101	NM_024544	ENSG00000090432	MUL1	C1orf166|GIDE|MAPL|MULAN|RNF218	mitochondrial E3 ubiquitin protein ligase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1860	chr8	74791023	74791072	+	35	NA	exon (NM_001001481, exon 1 of 7)	promoter-TSS (NM_001001481)	98	NR_073119	55284	Hs.128841	NM_018299	ENSG00000104343	UBE2W	UBC-16|UBC16	ubiquitin-conjugating enzyme E2W (putative)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_679	chr15	34324194	34324243	+	35	NA	intron (NM_020371, intron 1 of 5)	(CA)n|Simple_repeat|Simple_repeat	7085	NM_020371	57099	Hs.555966	NM_020371	ENSG00000169857	AVEN	PDCD12	apoptosis, caspase activation inhibitor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1105	chr2	69614303	69614352	+	35	NA	5' UTR (NM_002056, exon 1 of 19)	promoter-TSS (NM_002056)	59	NM_002056	2673	Hs.580300	NM_002056	ENSG00000198380	GFPT1	CMS12|CMSTA1|GFA|GFAT|GFAT 1|GFAT1|GFAT1m|GFPT|GFPT1L|MSLG	glutamine--fructose-6-phosphate transaminase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_152	chr1	161102191	161102240	+	35	NA	5' UTR (NM_001039712, exon 1 of 6)	promoter-TSS (NM_001039712)	41	NM_001039712	9191	Hs.744092	NM_004216	ENSG00000158796	DEDD	CASP8IP1|DEDD1|DEFT|FLDED1|KE05	death effector domain containing	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_464	chr12	42719854	42719903	+	35	NA	5' UTR (NM_033114, exon 1 of 8)	promoter-TSS (NM_001143787)	54	NM_033114	85437	Hs.496279	NM_033114	ENSG00000139168	ZCRB1	MADP-1|MADP1|RBM36|SNRNP31|ZCCHC19	zinc finger CCHC-type and RNA binding motif 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_235	chr10	33502381	33502430	+	35	NA	exon (NM_003873, exon 9 of 17)	exon (NM_003873, exon 9 of 17)	121428	NM_001244972	8829	Hs.131704	NM_003873	ENSG00000099250	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	neuropilin 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_95	chr1	95538412	95538461	+	35	NA	5' UTR (NM_144988, exon 1 of 4)	promoter-TSS (NM_144988)	71	NR_131032	199857	Hs.408927	NM_144988		ALG14	CMS15	ALG14, UDP-N-acetylglucosaminyltransferase subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1648	chr6	31633598	31633647	+	35	NA	5' UTR (NM_001199238, exon 1 of 4)	promoter-TSS (NM_033177)	17	NM_001199239	7918	Hs.247478	NM_033177	ENSG00000204438	GPANK1	ANKRD59|BAT4|D6S54E|G5|GPATCH10	G-patch domain and ankyrin repeats 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1650	chr5	179136926	179136975	+	35	NA	exon (NM_001024649, exon 7 of 15)	exon (NM_001024649, exon 7 of 15)	11020	NM_001024649	821	Hs.567968	NM_001746	ENSG00000127022	CANX	CNX|IP90|P90	calnexin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2044	chr9	140138068	140138117	+	35	NA	3' UTR (NM_001001710, exon 7 of 7)	TTS (NM_001001710)	2381	NM_006088	10383	Hs.433615	NM_006088	ENSG00000188229	TUBB4B	Beta2|TUBB2|TUBB2C	tubulin, beta 4B class IVb	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1445	chr4	80978205	80978254	+	35	NA	intron (NM_001286780, intron 3 of 16)	U2|snRNA|snRNA	16248	NM_001286781	118429	Hs.162963	NM_058172	ENSG00000163297	ANTXR2	CMG-2|CMG2|HFS|ISH|JHF	anthrax toxin receptor 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_325	chr11	31531047	31531096	+	35	NA	5' UTR (NM_001304274, exon 1 of 6)	promoter-TSS (NM_019040)	104	NM_001304274	196294	Hs.502223	NM_144981	ENSG00000148950	IMMP1L	IMMP1|IMP1|IMP1-LIKE	inner mitochondrial membrane peptidase subunit 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_98	chr1	108113429	108113478	+	35	NA	Intergenic	TTS (NM_006113)	117673	NM_001079874	10451	Hs.267659	NM_006113	ENSG00000134215	VAV3	-	vav 3 guanine nucleotide exchange factor	protein-coding
