PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_343	chr11	43333545	43333601	+	32	NA	5' UTR (NM_001142930, exon 1 of 14)	promoter-TSS (NM_001142930)	68	NM_001142930	8539	Hs.435771	NM_006595	ENSG00000166181	API5	AAC-11|AAC11	apoptosis inhibitor 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_851	chr17	18784856	18784905	+	32	NA	intron (NM_001243942, intron 5 of 10)	AluJb|SINE|Alu	16098	NM_001243940	5636	Hs.632236	NM_002767	ENSG00000141127	PRPSAP2	PAP41	phosphoribosyl pyrophosphate synthetase-associated protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_242	chr10	43326339	43326388	+	32	NA	exon (NM_014753, exon 23 of 23)	exon (NM_014753, exon 23 of 23)	48409	NM_014753	9790	Hs.10848	NM_014753	ENSG00000165733	BMS1	ACC|BMS1L	BMS1 ribosome biogenesis factor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_403	chr11	94226930	94226979	+	32	NA	5' UTR (NM_005591, exon 1 of 20)	promoter-TSS (NM_005591)	86	NM_005591	4361	Hs.192649	NM_005590	ENSG00000020922	MRE11A	ATLD|HNGS1|MRE11|MRE11B	MRE11 homolog A, double strand break repair nuclease	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_472	chr12	48081658	48081707	+	32	NA	exon (NM_001146076, exon 7 of 16)	exon (NM_001146076, exon 7 of 16)	18162	NM_001146076	79657	Hs.437855	NM_024604	ENSG00000005175	RPAP3	-	RNA polymerase II associated protein 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_875	chr17	35850003	35850052	+	32	NA	5' UTR (NM_007026, exon 1 of 3)	promoter-TSS (NM_007026)	76	NM_007026	11072	Hs.91448	NM_007026	ENSG00000276023	DUSP14	MKP-L|MKP6	dual specificity phosphatase 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1853	chr8	27605718	27605767	+	32	NA	exon (NM_018246, exon 7 of 9)	exon (NM_018246, exon 7 of 9)	24428	NM_001304532	55246	Hs.445512	NM_018246	ENSG00000147419	CCDC25	-	coiled-coil domain containing 25	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_171	chr1	176176319	176176368	+	32	NA	5' UTR (NM_001001740, exon 1 of 19)	promoter-TSS (NM_001001740)	37	NM_001001740	64326	Hs.523744	NM_022457	ENSG00000143207	RFWD2	COP1|RNF200	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1855	chr7	48135816	48135865	+	32	NA	intron (NM_001287430, intron 3 of 5)	intron (NM_001287430, intron 3 of 5)	6989	NR_109837	7378	Hs.488240	NM_003364	ENSG00000183696	UPP1	UDRPASE|UP|UPASE|UPP	uridine phosphorylase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1116	chr2	112084216	112084265	+	32	NA	Intergenic--2283	Intergenic	-5572	NR_039634	100616499		NR_039634	ENSG00000265507	MIR4435-1	mir-4435-1	microRNA 4435-1	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_919	chr17	76869903	76869952	+	32	NA	exon (NM_003255, exon 2 of 5)	exon (NM_003255, exon 2 of 5)	29372	NM_001243540	100653515	Hs.734636	NM_001243540	ENSG00000178404	CEP295NL	DDC8|KIAA1731NL	CEP295 N-terminal like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_839	chr17	19265961	19266023	+	32	NA	5' UTR (NM_015681, exon 1 of 7)	promoter-TSS (NM_015681)	54	NM_015681	27077	Hs.462445	NM_015681	ENSG00000108641	B9D1	B9|EPPB9|MKS9|MKSR1	B9 protein domain 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_518	chr12	109915046	109915095	+	32	NA	5' UTR (NM_031954, exon 1 of 7)	promoter-TSS (NM_130466)	85	NM_031954	83892	Hs.524731	NM_031954	ENSG00000110906	KCTD10	BTBD28|MSTP028|ULRO61|hBACURD3	potassium channel tetramerization domain containing 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1134	chr2	140980414	140980463	+	32	NA	Intergenic--2407	Intergenic	363816	NR_106979	102465692		NR_106979		MIR7157	hsa-mir-7157	microRNA 7157	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_710	chr15	62992782	62992831	+	32	NA	intron (NM_015059, intron 13 of 55)	intron (NM_015059, intron 13 of 55)	53296	NM_015059	83660	Hs.569438	NM_015059	ENSG00000171914	TLN2	ILWEQ	talin 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_385	chr11	71823683	71823732	+	32	NA	5' UTR (NM_001278490, exon 1 of 5)	promoter-TSS (NM_001278493)	115	NM_001278490	25906	Hs.38044	NM_014042	ENSG00000110200	ANAPC15	APC15|C11orf51|HSPC020	anaphase promoting complex subunit 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_760	chr16	19620734	19620783	+	32	NA	intron (NM_001300743, intron 11 of 27)	intron (NM_001300743, intron 11 of 27)	54021	NM_020314	57020	Hs.654964	NM_020314	ENSG00000103544	C16orf62	-	chromosome 16 open reading frame 62	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1631	chr5	118582870	118582919	+	32	NA	exon (NM_005509, exon 43 of 43)	exon (NM_005509, exon 43 of 43)	-21493	NM_001077654	25816	Hs.618488	NM_014350	ENSG00000145779	TNFAIP8	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	tumor necrosis factor, alpha-induced protein 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1703	chr6	10695258	10695307	+	32	NA	exon (NM_017906, exon 1 of 10)	promoter-TSS (NM_017906)	94	NM_017906	55003	Hs.310231	NM_017906	ENSG00000111845	PAK1IP1	MAK11|PIP1|WDR84|bA421M1.5|hPIP1	PAK1 interacting protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_889	chr17	48450495	48450550	+	32	NA	5' UTR (NM_016504, exon 1 of 4)	promoter-TSS (NM_001166131)	40	NM_016504	51264	Hs.7736	NM_016504	ENSG00000108826	MRPL27	L27mt	mitochondrial ribosomal protein L27	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_83	chr1	77685012	77685099	+	32	NA	5' UTR (NM_005482, exon 1 of 11)	promoter-TSS (NM_005482)	77	NM_005482	10026	Hs.178305	NM_005482	ENSG00000142892	PIGK	GPI8	phosphatidylinositol glycan anchor biosynthesis class K	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_997	chr19	14247332	14247381	+	32	NA	5' UTR (NM_018154, exon 1 of 4)	promoter-TSS (NM_018154)	84	NM_018154	55723	Hs.26516	NM_018154	ENSG00000105011	ASF1B	CIA-II	anti-silencing function 1B histone chaperone	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_806	chr16	83520112	83520161	+	32	NA	exon (NM_001257, exon 7 of 14)	exon (NM_001257, exon 7 of 14)	-21815	NR_036147	100422853		NR_036147	ENSG00000263785	MIR3182	mir-3182	microRNA 3182	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1701	chr6	7414521	7414570	+	32	NA	exon (NM_153005, exon 9 of 10)	exon (NM_153005, exon 9 of 10)	11665	NM_153005	83732	Hs.437474	NM_031480	ENSG00000124784	RIOK1	AD034|RRP10|bA288G3.1	RIO kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1411	chr4	13629303	13629352	+	32	NA	5' UTR (NM_148894, exon 1 of 26)	promoter-TSS (NR_049814)	1	NM_148894	259282	Hs.744935	NM_148894	ENSG00000038219	BOD1L1	BOD1L|FAM44A	biorientation of chromosomes in cell division 1-like 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1767	chr7	30066238	30066287	+	32	NA	5' UTR (NM_017946, exon 1 of 4)	non-coding (NR_046479, exon 1 of 3)	155	NR_046479	55033	Hs.390838	NM_017946	ENSG00000106080	FKBP14	EDSKMH|FKBP22|IPBP12	FK506 binding protein 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1446	chr3	128532410	128532459	+	32	NA	3' UTR (NM_004637, exon 6 of 6)	3' UTR (NM_004637, exon 6 of 6)	57950	NR_034179	653712	Hs.653243	NR_034179	ENSG00000231305	LOC653712	-	intraflagellar transport 122 homolog (Chlamydomonas) pseudogene	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1691	chr6	88279245	88279294	+	32	NA	exon (NM_020320, exon 2 of 20)	exon (NM_020320, exon 2 of 20)	20466	NM_020320	57038	Hs.485910	NM_020320	ENSG00000146282	RARS2	ArgRS|DALRD2|PCH6|PRO1992|RARSL|dJ382I10.6	arginyl-tRNA synthetase 2, mitochondrial	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_817	chr16	90025525	90025574	+	32	NA	exon (NM_207514, exon 6 of 13)	exon (NM_207514, exon 6 of 13)	9721	NM_001242819	54849	Hs.62771	NM_017702	ENSG00000140995	DEF8	-	differentially expressed in FDCP 8 homolog (mouse)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_657	chr14	103986290	103986339	+	32	NA	exon (NM_001823, exon 8 of 8)	exon (NM_001823, exon 8 of 8)	2882	NM_001823	1152	Hs.173724	NM_001823	ENSG00000166165	CKB	B-CK|BCK|CKBB|HEL-211|HEL-S-29	creatine kinase, brain	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_292	chr10	104529124	104529173	+	32	NA	intron (NM_001083913, intron 1 of 3)	intron (NM_001083913, intron 1 of 3)	-6740	NM_017787	54838	Hs.500897	NM_017787	ENSG00000166272	WBP1L	C10orf26|OPA1L|OPAL1	WW domain binding protein 1-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1970	chr8	55047773	55047822	+	32	NA	5' UTR (NM_014175, exon 1 of 5)	promoter-TSS (NM_014175)	16	NM_014175	29088	Hs.18349	NM_014175		MRPL15	HSPC145|L15mt|MRP-L15|MRP-L7|RPML7	mitochondrial ribosomal protein L15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1078	chr19	50169278	50169340	+	32	NA	non-coding (NR_104205, exon 1 of 3)	promoter-TSS (NM_001571)	-177	NR_045568	3661	Hs.75254	NM_001571	ENSG00000126456	IRF3	-	interferon regulatory factor 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_157	chr1	169336977	169337026	+	32	NA	5' UTR (NM_013330, exon 1 of 12)	promoter-TSS (NM_003666)	-193	NM_003666	8548	Hs.130746	NM_003666	ENSG00000117475	BLZF1	GOLGIN-45|JEM-1|JEM-1s|JEM1	basic leucine zipper nuclear factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1559	chr4	190938854	190938903	+	32	NA	Intergenic--4539	5S|rRNA|rRNA	9534	NM_001286820	448831	Hs.626907	NM_001005217	ENSG00000205097	FRG2	FRG2A	FSHD region gene 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_302	chr10	128768973	128769022	+	32	NA	exon (NM_001380, exon 2 of 52)	exon (NM_001380, exon 2 of 52)	175019	NM_001380	1793	Hs.159195	NM_001380	ENSG00000150760	DOCK1	DOCK180|ced5	dedicator of cytokinesis 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1679	chr5	175875392	175875441	+	32	NA	5' UTR (NM_014613, exon 1 of 11)	promoter-TSS (NM_014613)	60	NM_014613	23197	Hs.484242	NM_014613	ENSG00000113194	FAF2	ETEA|UBXD8|UBXN3B	Fas associated factor family member 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1034	chr19	30513248	30513297	+	32	NA	Intergenic--14965	L1PB3|LINE|L1	80126	NM_003796	8725	Hs.466391	NM_003796	ENSG00000105176	URI1	C19orf2|NNX3|PPP1R19|RMP|URI	URI1, prefoldin-like chaperone	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1871	chr8	66546334	66546389	+	32	NA	5' UTR (NM_018120, exon 1 of 7)	promoter-TSS (NM_018120)	91	NM_001286702	55156	Hs.269542	NM_018120	ENSG00000104442	ARMC1	Arcp	armadillo repeat containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1532	chr4	110745141	110745190	+	32	NA	exon (NM_032993, exon 6 of 7)	exon (NM_032993, exon 6 of 7)	-3985	NM_006583	10692	Hs.658310	NM_006583	ENSG00000180245	RRH	-	retinal pigment epithelium-derived rhodopsin homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_272	chr10	82233956	82234005	+	32	NA	intron (NM_001128309, intron 1 of 5)	intron (NM_001128309, intron 1 of 5)	19942	NM_001128309	81619	Hs.718943	NM_030927	ENSG00000108219	TSPAN14	DC-TM4F2|TM4SF14	tetraspanin 14	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2008	chr9	130639880	130639951	+	32	NA	5' UTR (NM_000476, exon 1 of 7)	5' UTR (NM_000476, exon 1 of 7)	107	NM_000476	203	Hs.175473	NM_000476	ENSG00000106992	AK1	HTL-S-58j	adenylate kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1947	chr8	26240590	26240639	+	32	NA	5' UTR (NM_004331, exon 1 of 6)	promoter-TSS (NM_004331)	91	NM_004331	665	Hs.131226	NM_004331	ENSG00000104765	BNIP3L	BNIP3a|NIX	BCL2/adenovirus E1B 19kDa interacting protein 3-like	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_390	chr11	77446219	77446268	+	32	NA	intron (NM_016578, intron 4 of 15)	CpG	85637	NM_016578	51773	Hs.420229	NM_016578	ENSG00000048649	RSF1	HBXAP|RSF-1|XAP8|p325	remodeling and spacing factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1973	chr9	70490064	70490117	+	32	NA	5' UTR (NM_001286836, exon 1 of 3).2	non-coding (NR_104600, exon 1 of 4)	121	NR_104600	220869	Hs.355950	NM_001024916	ENSG00000147996	CBWD5	DC36	COBW domain containing 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1133	chr2	136743101	136743188	+	32	NA	5' UTR (NM_001349, exon 1 of 16)	intron (NR_110200, intron 1 of 3)	110	NM_001349	1615	Hs.503787	NM_001349		DARS	HBSL|aspRS	aspartyl-tRNA synthetase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1071	chr2	33824254	33824324	+	32	NA	5' UTR (NM_015475, exon 1 of 8)	5' UTR (NM_015475, exon 1 of 8)	140	NM_001304538	25940	Hs.468140	NM_015475	ENSG00000119812	FAM98A	-	family with sequence similarity 98, member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1490	chr4	3076411	3076460	+	32	NA	5' UTR (NM_002111, exon 1 of 67)	promoter-TSS (NR_045414)	-194	NR_045414	100750326	Hs.575112	NR_045414		HTT-AS	HTT-AS1|HTTAS	HTT antisense RNA (head to head)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_122	chr1	151156817	151156866	+	32	NA	exon (NM_005997, exon 4 of 6)	exon (NM_005997, exon 4 of 6)	5848	NM_001271088	6944	Hs.2430	NM_005997	ENSG00000163159	VPS72	CFL1|Swc2|TCFL1|YL-1|YL1	vacuolar protein sorting 72 homolog (S. cerevisiae)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_765	chr16	67472457	67472506	+	32	NA	exon (NM_004691, exon 8 of 8)	exon (NM_004691, exon 8 of 8)	7445	NM_000196	3291	Hs.1376	NM_000196	ENSG00000176387	HSD11B2	AME|AME1|HSD11K|HSD2|SDR9C3	hydroxysteroid (11-beta) dehydrogenase 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_715	chr15	66679349	66679398	+	32	NA	5' UTR (NM_002755, exon 1 of 11)	5' UTR (NM_002755, exon 1 of 11)	162	NM_002755	5604	Hs.145442	NM_002755		MAP2K1	CFC3|MAPKK1|MEK1|MKK1|PRKMK1	mitogen-activated protein kinase kinase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_899	chr17	42219307	42219356	+	32	NA	5' UTR (NM_001171251, exon 1 of 10)	promoter-TSS (NM_001171251)	57	NM_001171251	78995	Hs.437059	NM_024032	ENSG00000125319	C17orf53	-	chromosome 17 open reading frame 53	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1807	chr7	98030341	98030399	+	32	NA	5' UTR (NM_018842, exon 1 of 14)	promoter-TSS (NM_018842)	57	NM_018842	55971	Hs.656063	NM_018842	ENSG00000006453	BAIAP2L1	IRTKS	BAI1-associated protein 2-like 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1191	chr20	3748331	3748380	+	32	NA	5' UTR (NM_001258430, exon 1 of 6)	promoter-TSS (NM_001258430)	97	NM_001258429	54976	Hs.274422	NM_017874	ENSG00000101220	C20orf27	-	chromosome 20 open reading frame 27	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1255	chr22	26908378	26908427	+	32	NA	5' UTR (NM_012143, exon 1 of 15)	promoter-TSS (NM_012143)	35	NM_012143	24144	Hs.20225	NM_012143	ENSG00000100109	TFIP11	NTR1|Spp382|TIP39|bK445C9.6|hNtr1	tuftelin interacting protein 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1264	chr22	36236446	36236495	+	32	NA	5' UTR (NM_001031695, exon 1 of 13)	5' UTR (NM_001031695, exon 1 of 13)	160	NM_001082577	23543	Hs.282998	NM_014309	ENSG00000100320	RBFOX2	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2062	chrX	118740313	118740384	+	32	NA	Intergenic	promoter-TSS (NM_017544)	-502	NM_001173487	55922	Hs.437084	NM_017544	ENSG00000186416	NKRF	ITBA4|NRF	NFKB repressing factor	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1400	chr3	19988872	19988940	+	32	NA	5' UTR (NM_001292048, exon 1 of 6)	5' UTR (NM_001292048, exon 1 of 6)	334	NM_001292048	5868	Hs.475663	NM_004162	ENSG00000144566	RAB5A	RAB5	RAB5A, member RAS oncogene family	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_883	chr17	44188225	44188274	+	32	NA	intron (NM_015443, intron 2 of 14)	intron (NM_015443, intron 2 of 14)	81917	NM_001193466	284058	Hs.648744	NM_015443	ENSG00000120071	KANSL1	CENP-36|KDVS|KIAA1267|MSL1v1|NSL1|hMSL1v1	KAT8 regulatory NSL complex subunit 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1959	chr8	37594156	37594205	+	32	NA	5' UTR (NM_001003791, exon 1 of 7)	promoter-TSS (NM_001003790)	-17	NM_001003790	11160	Hs.705490	NM_007175	ENSG00000147475	ERLIN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	ER lipid raft associated 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1340	chr3	107809813	107809873	+	32	NA	5' UTR (NM_001777, exon 1 of 11)	promoter-TSS (NM_001777)	92	NM_001777	961	Hs.446414	NM_001777	ENSG00000196776	CD47	IAP|MER6|OA3	CD47 molecule	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1637	chr5	125936642	125936691	+	32	NA	5' UTR (NM_032177, exon 1 of 5)	promoter-TSS (NM_032177)	59	NM_032177	51808	Hs.555731	NM_032177	ENSG00000164902	PHAX	RNUXA	phosphorylated adaptor for RNA export	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1129	chr2	32724812	32724861	+	32	NA	exon (NM_016252, exon 46 of 74)	exon (NM_016252, exon 46 of 74)	-32384	NR_030285	693143		NR_030285	ENSG00000207653	MIR558	MIRN558|hsa-mir-558	microRNA 558	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_980	chr18	61144180	61144229	+	32	NA	5' UTR (NM_002639, exon 1 of 7)	promoter-TSS (NM_002639)	60	NM_002639	5268	Hs.55279	NM_002639	ENSG00000206075	SERPINB5	PI5|maspin	serpin peptidase inhibitor, clade B (ovalbumin), member 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_285	chr10	116201472	116201521	+	32	NA	exon (NM_002313, exon 18 of 22)	exon (NM_002313, exon 18 of 22)	-36959	NM_032550	84632	Hs.501106	NM_032550	ENSG00000169129	AFAP1L2	CTB-1144G6.4|KIAA1914|XB130	actin filament associated protein 1-like 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_906	chr17	46985790	46985839	+	32	NA	5' UTR (NM_023079, exon 1 of 7)	promoter-TSS (NM_023079)	83	NM_023079	65264	Hs.514297	NM_023079	ENSG00000159202	UBE2Z	HOYS7|USE1	ubiquitin-conjugating enzyme E2Z	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_746	chr16	21854814	21854863	+	32	NA	exon (NM_001310148, exon 5 of 8)	exon (NM_001310148, exon 5 of 8)	14239	NM_001310148	440345	Hs.611072	NM_001310148		NPIPB4	61E3.4	nuclear pore complex interacting protein family, member B4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_499	chr12	65153098	65153147	+	32	NA	5' UTR (NM_002076, exon 1 of 14)	5' UTR (NM_002076, exon 1 of 14)	104	NM_002076	2799	Hs.334534	NM_002076	ENSG00000135677	GNS	G6S	glucosamine (N-acetyl)-6-sulfatase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_788	chr16	57333906	57333980	+	32	NA	Intergenic--13111	tRNA-Leu-CTG|tRNA|tRNA	-15359	NM_015993	51090	Hs.632215	NM_015993	ENSG00000102934	PLLP	PMLP|TM4SF11	plasmolipin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_874	chr17	41445377	41445448	+	32	NA	Intergenic--13835	U2|snRNA|snRNA	20854	NR_027413	100130581	Hs.546897	NR_027412	ENSG00000188825	LINC00910	-	long intergenic non-protein coding RNA 910	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1491	chr5	34915556	34915640	+	32	NA	5' UTR (NM_002853, exon 1 of 6)	promoter-TSS (NM_018321)	133	NR_026591	5810	Hs.38114	NM_002853	ENSG00000113456	RAD1	HRAD1|REC1	RAD1 checkpoint DNA exonuclease	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_447	chr12	14956361	14956410	+	32	NA	5' UTR (NM_016312, exon 1 of 12)	promoter-TSS (NM_175874)	16	NM_016312	51729	Hs.655138	NM_016312		WBP11	NPWBP|PPP1R165|SIPP1|WBP-11	WW domain binding protein 11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2010	chr9	2844346	2844395	+	32	NA	Intergenic	promoter-TSS (NM_014878)	-240	NM_014878	9933	Hs.493309	NM_014878	ENSG00000080608	PUM3	HA-8|HLA-HA8|KIAA0020|PEN|PUF-A|PUF6|XTP5	pumilio RNA binding family member 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_209	chr1	240656683	240656732	+	32	NA	exon (NM_022469, exon 2 of 2)	exon (NM_022469, exon 2 of 2)	16298	NR_128706	100526648		NR_128706	ENSG00000265031	MIR1273E	hsa-mir-1273e	microRNA 1273e	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_421	chr11	111636995	111637044	+	32	NA	exon (NM_002716, exon 1 of 15)	exon (NM_002716, exon 1 of 15)	150	NM_001177562	5519	Hs.269128	NM_002716	ENSG00000137713	PPP2R1B	PP2A-Abeta|PR65B	protein phosphatase 2, regulatory subunit A, beta	protein-coding
